TransID,AccountID,Date,Transaction_Type,Amount,Channel,Merchant
T002410,ACC00602,2023-10-27,Withdrawal,5547,POS,Target
T002411,ACC00308,2025-04-02,Transfer,4182,Branch,Netflix
T002412,ACC00252,2023-11-22,Transfer,8999,Online,Uber
T002413,ACC00008,2023-08-29,Payment,3506,Branch,Apple
T002414,ACC00768,2024-04-14,Transfer,2192,Online,Walmart
T002415,ACC00208,2024-07-17,Payment,3336,ATM,Uber
T002416,ACC00131,2024-06-24,Payment,8847,POS,Shell
T002417,ACC00736,2023-11-13,Payment,729,POS,Netflix
T002418,ACC00709,2024-10-01,Deposit,1532,Branch,Hospital
T002419,ACC00654,2024-03-30,Deposit,6766,POS,Target
T002420,ACC00764,2023-12-14,Payment,6637,POS,Hospital
T002421,ACC00608,2024-08-23,Payment,1079,Branch,Walmart
T002422,ACC00026,2025-04-18,Payment,5572,Branch,Target
T002423,ACC00623,2025-05-27,Transfer,7759,Online,Amazon
T002424,ACC00454,2024-11-26,Payment,4897,ATM,Amazon
T002425,ACC00635,2024-04-04,Payment,4684,Branch,Walmart
T002426,ACC00186,2024-06-29,Withdrawal,2166,Online,Target
T002427,ACC00484,2025-08-15,Withdrawal,7954,Branch,LocalStore
T002428,ACC00680,2024-05-12,Withdrawal,4149,Online,Shell
T002429,ACC00051,2024-12-24,Withdrawal,5639,ATM,LocalStore
T002430,ACC00005,2025-01-25,Payment,7097,Online,Apple
T002431,ACC00589,2025-05-10,Withdrawal,5088,Online,Apple
T002432,ACC00160,2024-03-28,Transfer,6415,POS,Airbnb
T002433,ACC00208,2023-09-21,Transfer,6881,Branch,Apple
T002434,ACC00257,2023-10-09,Withdrawal,642,Online,Uber
T002435,ACC00205,2023-09-03,Deposit,2209,Branch,Airbnb
T002436,ACC00767,2024-09-02,Transfer,5363,Online,Amazon
T002437,ACC00011,2025-05-31,Transfer,2920,POS,Uber
T002438,ACC00008,2024-12-31,Withdrawal,632,POS,Target
T002439,ACC00409,2025-07-09,Withdrawal,6083,ATM,Walmart
T002440,ACC00032,2024-03-11,Payment,370,Online,Walmart
T002441,ACC00540,2025-01-16,Transfer,6375,POS,Shell
T002442,ACC00718,2025-01-06,Withdrawal,8411,Branch,Amazon
T002443,ACC00387,2023-10-20,Withdrawal,9132,Online,Shell
T002444,ACC00228,2024-04-05,Payment,3953,Online,LocalStore
T002445,ACC00640,2024-06-06,Transfer,4879,ATM,Netflix
T002446,ACC00767,2024-01-18,Withdrawal,8138,Branch,Amazon
T002447,ACC00475,2023-08-28,Payment,887,ATM,Hospital
T002448,ACC00724,2024-08-08,Withdrawal,4805,Online,Apple
T002449,ACC00751,2025-03-05,Deposit,7801,ATM,Airbnb
T002450,ACC00207,2023-09-27,Deposit,2533,Online,LocalStore
T002451,ACC00318,2023-10-24,Withdrawal,6280,Online,Apple
T002452,ACC00795,2024-11-17,Transfer,8593,ATM,Airbnb
T002453,ACC00757,2024-09-16,Deposit,6633,ATM,Walmart
T002454,ACC00557,2025-03-10,Payment,5098,Online,Uber
T002455,ACC00617,2025-07-07,Withdrawal,7574,ATM,Walmart
T002456,ACC00348,2024-02-09,Payment,7076,ATM,LocalStore
T002457,ACC00793,2023-11-13,Deposit,6555,Online,Walmart
T002458,ACC00234,2024-07-30,Transfer,2331,Branch,Walmart
T002459,ACC00701,2024-07-17,Payment,8159,ATM,Walmart
T002460,ACC00044,2024-05-30,Deposit,8135,ATM,Amazon
T002461,ACC00737,2025-06-11,Deposit,8340,POS,LocalStore
T002462,ACC00142,2024-04-19,Deposit,8304,Branch,Shell
T002463,ACC00648,2024-08-07,Payment,5343,ATM,Walmart
T002464,ACC00176,2024-10-15,Deposit,8685,Online,Walmart
T002465,ACC00654,2023-12-03,Withdrawal,7868,POS,Airbnb
T002466,ACC00449,2025-07-16,Deposit,4329,POS,Uber
T002467,ACC00592,2024-03-13,Withdrawal,5399,POS,Walmart
T002468,ACC00082,2025-01-17,Transfer,1858,ATM,Shell
T002469,ACC00135,2025-05-26,Withdrawal,3215,Online,Shell
T002470,ACC00719,2024-04-30,Transfer,2171,POS,Uber
T002471,ACC00177,2023-10-26,Transfer,1474,Branch,Uber
T002472,ACC00383,2024-12-06,Withdrawal,653,POS,LocalStore
T002473,ACC00243,2024-05-19,Transfer,5361,POS,Uber
T002474,ACC00567,2025-07-18,Withdrawal,4563,Branch,Hospital
T002475,ACC00141,2024-07-21,Payment,6528,POS,LocalStore
T002476,ACC00457,2024-08-02,Transfer,5733,POS,Target
T002477,ACC00440,2024-01-28,Withdrawal,7956,Branch,Walmart
T002478,ACC00056,2024-08-31,Transfer,620,ATM,Shell
T002479,ACC00527,2025-08-10,Deposit,4312,Branch,Target
T002480,ACC00697,2025-08-11,Withdrawal,1553,ATM,Walmart
T002481,ACC00419,2025-08-10,Deposit,1476,ATM,Shell
T002482,ACC00088,2024-09-06,Transfer,9118,ATM,Shell
T002483,ACC00609,2025-05-25,Transfer,6246,Branch,Airbnb
T002484,ACC00656,2025-03-10,Payment,1191,Branch,LocalStore
T002485,ACC00008,2023-09-30,Withdrawal,2156,ATM,Netflix
T002486,ACC00477,2024-02-08,Deposit,2282,Branch,Airbnb
T002487,ACC00215,2024-08-21,Payment,9053,ATM,Target
T002488,ACC00685,2023-10-26,Transfer,4546,Branch,Apple
T002489,ACC00735,2023-10-09,Transfer,729,Online,LocalStore
T002490,ACC00552,2025-01-09,Payment,4690,Branch,Uber
T002491,ACC00497,2025-02-19,Deposit,3482,Branch,Apple
T002492,ACC00694,2024-04-19,Transfer,3652,Branch,Target
T002493,ACC00503,2025-02-21,Transfer,73,ATM,Walmart
T002494,ACC00782,2023-11-30,Withdrawal,569,ATM,Amazon
T002495,ACC00699,2024-05-04,Payment,7456,Online,Netflix
T002496,ACC00245,2025-04-09,Transfer,1743,Online,Airbnb
T002497,ACC00478,2024-12-23,Deposit,8871,POS,Walmart
T002498,ACC00309,2025-04-18,Withdrawal,3904,Online,Target
T002499,ACC00231,2023-12-24,Payment,1552,ATM,LocalStore
T002500,ACC00383,2023-08-28,Deposit,9473,Online,Target
T002501,ACC00155,2025-03-03,Transfer,2425,Online,Apple
T002502,ACC00175,2023-09-30,Payment,6100,Branch,Amazon
T002503,ACC00115,2025-01-14,Payment,5227,Online,Apple
T002504,ACC00390,2025-03-11,Deposit,5397,POS,LocalStore
T002505,ACC00311,2024-01-13,Payment,5189,Branch,Shell
T002506,ACC00300,2024-07-24,Deposit,8197,ATM,Apple
T002507,ACC00018,2024-07-18,Transfer,6653,POS,Hospital
T002508,ACC00784,2025-05-29,Withdrawal,7670,ATM,Shell
T002509,ACC00012,2024-09-07,Deposit,2468,POS,Uber
T002510,ACC00404,2025-05-26,Withdrawal,9365,Branch,Walmart
T002511,ACC00704,2023-09-10,Payment,6038,POS,LocalStore
T002512,ACC00232,2023-11-30,Deposit,5457,POS,Target
T002513,ACC00605,2024-03-21,Transfer,4569,Online,Uber
T002514,ACC00730,2023-11-27,Deposit,2759,ATM,Apple
T002515,ACC00278,2024-02-06,Deposit,1958,Branch,Walmart
T002516,ACC00353,2024-03-10,Deposit,6316,POS,Shell
T002517,ACC00303,2023-12-23,Withdrawal,8261,ATM,Hospital
T002518,ACC00541,2024-07-23,Withdrawal,8102,ATM,Shell
T002519,ACC00470,2024-04-08,Payment,8534,Online,Airbnb
T002520,ACC00077,2024-03-06,Payment,199,ATM,LocalStore
T002521,ACC00521,2024-06-30,Payment,6018,Branch,Shell
T002522,ACC00024,2025-03-24,Payment,7492,Online,Amazon
T002523,ACC00015,2024-06-29,Deposit,305,POS,LocalStore
T002524,ACC00676,2025-01-15,Withdrawal,8378,Branch,Airbnb
T002525,ACC00525,2025-06-03,Withdrawal,8178,Branch,LocalStore
T002526,ACC00347,2024-01-06,Withdrawal,809,Branch,LocalStore
T002527,ACC00172,2024-04-26,Withdrawal,9007,Online,Hospital
T002528,ACC00327,2025-08-16,Payment,7013,ATM,Hospital
T002529,ACC00712,2025-06-28,Deposit,9944,Branch,Target
T002530,ACC00485,2023-09-19,Withdrawal,8416,ATM,Shell
T002531,ACC00489,2024-02-26,Transfer,2710,ATM,Apple
T002532,ACC00462,2023-09-20,Deposit,8798,Branch,Apple
T002533,ACC00378,2024-04-18,Transfer,9919,ATM,Hospital
T002534,ACC00588,2023-09-01,Deposit,9557,Online,Walmart
T002535,ACC00164,2025-07-02,Deposit,9494,Online,Walmart
T002536,ACC00372,2024-08-28,Deposit,5883,POS,Walmart
T002537,ACC00573,2023-09-19,Transfer,4724,ATM,Walmart
T002538,ACC00424,2024-04-29,Withdrawal,6501,ATM,Uber
T002539,ACC00757,2024-02-09,Withdrawal,8343,POS,Apple
T002540,ACC00477,2025-06-28,Transfer,2849,Online,Walmart
T002541,ACC00382,2024-02-26,Withdrawal,3523,POS,Airbnb
T002542,ACC00155,2024-05-15,Payment,9916,POS,Apple
T002543,ACC00257,2024-06-25,Withdrawal,1145,POS,LocalStore
T002544,ACC00756,2025-01-20,Payment,6367,ATM,Shell
T002545,ACC00674,2024-05-09,Payment,2257,ATM,LocalStore
T002546,ACC00068,2024-08-23,Payment,6558,ATM,Apple
T002547,ACC00344,2025-04-15,Transfer,4526,ATM,Target
T002548,ACC00277,2024-01-20,Withdrawal,4112,Branch,Amazon
T002549,ACC00673,2025-06-11,Withdrawal,1558,POS,Hospital
T002550,ACC00391,2023-12-09,Transfer,6542,POS,Apple
T002551,ACC00449,2025-02-14,Transfer,4521,ATM,Netflix
T002552,ACC00259,2025-06-23,Withdrawal,2841,Online,Walmart
T002553,ACC00307,2023-09-01,Transfer,9208,Branch,Amazon
T002554,ACC00095,2024-03-25,Transfer,3072,Branch,Hospital
T002555,ACC00464,2025-04-23,Payment,7985,Online,Uber
T002556,ACC00246,2024-07-03,Transfer,3062,ATM,Uber
T002557,ACC00733,2025-01-30,Payment,7220,Branch,Netflix
T002558,ACC00635,2025-02-20,Deposit,3549,Branch,Airbnb
T002559,ACC00187,2024-05-19,Payment,536,POS,LocalStore
T002560,ACC00774,2024-02-02,Payment,2817,POS,Shell
T002561,ACC00785,2023-08-31,Transfer,9397,ATM,LocalStore
T002562,ACC00373,2025-01-08,Withdrawal,1763,ATM,Hospital
T002563,ACC00572,2023-09-01,Deposit,9874,POS,Apple
T002564,ACC00406,2024-06-12,Deposit,6892,POS,LocalStore
T002565,ACC00408,2024-12-17,Deposit,1664,POS,Target
T002566,ACC00125,2023-10-20,Withdrawal,4851,Online,LocalStore
T002567,ACC00337,2024-03-12,Deposit,4051,Branch,Walmart
T002568,ACC00341,2025-05-01,Deposit,5034,ATM,LocalStore
T002569,ACC00563,2023-12-29,Withdrawal,9049,ATM,Netflix
T002570,ACC00178,2023-12-24,Deposit,9069,Online,Uber
T002571,ACC00651,2025-04-17,Transfer,8975,POS,Walmart
T002572,ACC00170,2024-11-16,Transfer,8744,Branch,Hospital
T002573,ACC00039,2024-03-08,Payment,4427,POS,Target
T002574,ACC00069,2024-11-09,Payment,8987,ATM,Airbnb
T002575,ACC00236,2023-12-15,Payment,4645,Online,LocalStore
T002576,ACC00560,2025-01-04,Transfer,2893,Branch,Apple
T002577,ACC00381,2024-05-22,Transfer,5894,Branch,Target
T002578,ACC00057,2025-01-18,Transfer,458,Branch,Uber
T002579,ACC00277,2024-07-01,Payment,3320,Branch,Walmart
T002580,ACC00099,2025-05-23,Payment,4595,Online,Shell
T002581,ACC00527,2024-03-24,Payment,8118,ATM,Netflix
T002582,ACC00325,2023-10-07,Payment,4419,Branch,Target
T002583,ACC00461,2025-07-21,Payment,7883,Branch,Airbnb
T002584,ACC00179,2025-06-05,Payment,6061,ATM,Airbnb
T002585,ACC00574,2025-01-30,Transfer,8586,POS,Amazon
T002586,ACC00119,2025-06-01,Withdrawal,304,Branch,Airbnb
T002587,ACC00469,2023-12-22,Withdrawal,1248,Branch,Netflix
T002588,ACC00549,2024-03-11,Payment,8051,POS,Hospital
T002589,ACC00646,2024-10-29,Withdrawal,2826,ATM,Hospital
T002590,ACC00455,2024-01-11,Withdrawal,1108,ATM,Walmart
T002591,ACC00026,2024-04-05,Transfer,1747,Branch,Target
T002592,ACC00490,2025-07-03,Payment,2199,ATM,Hospital
T002593,ACC00008,2023-10-02,Payment,2775,POS,Airbnb
T002594,ACC00516,2024-06-11,Withdrawal,1232,Online,Target
T002595,ACC00533,2024-07-27,Payment,6559,POS,Airbnb
T002596,ACC00149,2023-08-26,Payment,420,POS,Airbnb
T002597,ACC00488,2024-12-14,Payment,2955,Online,Shell
T002598,ACC00025,2025-04-20,Payment,8112,POS,Hospital
T002599,ACC00655,2023-09-04,Withdrawal,4796,Branch,LocalStore
T002600,ACC00757,2024-05-19,Deposit,9079,Branch,Shell
T002601,ACC00555,2024-09-01,Withdrawal,796,ATM,Target
T002602,ACC00425,2025-01-18,Transfer,2119,ATM,Amazon
T002603,ACC00293,2024-07-19,Deposit,5456,POS,Target
T002604,ACC00185,2025-08-12,Deposit,5845,Branch,Amazon
T002605,ACC00554,2024-06-01,Deposit,1996,Branch,LocalStore
T002606,ACC00431,2024-11-24,Withdrawal,8136,Online,Target
T002607,ACC00604,2023-09-02,Transfer,9080,ATM,Shell
T002608,ACC00317,2025-02-05,Withdrawal,7310,Branch,Netflix
T002609,ACC00398,2024-03-28,Transfer,9809,POS,Target
T002610,ACC00324,2024-01-11,Withdrawal,5719,Branch,LocalStore
T002611,ACC00565,2024-02-06,Withdrawal,2413,ATM,Shell
T002612,ACC00596,2023-08-28,Withdrawal,8272,POS,Target
T002613,ACC00546,2024-12-07,Deposit,4411,ATM,Apple
T002614,ACC00076,2025-08-03,Withdrawal,6711,Branch,Airbnb
T002615,ACC00709,2024-03-17,Transfer,3305,Branch,Walmart
T002616,ACC00486,2024-02-07,Transfer,8963,Branch,Shell
T002617,ACC00798,2024-07-03,Transfer,2131,ATM,Amazon
T002618,ACC00088,2025-05-04,Deposit,3592,POS,Uber
T002619,ACC00747,2024-05-10,Withdrawal,4207,Branch,Uber
T002620,ACC00232,2025-01-26,Withdrawal,9831,Branch,Hospital
T002621,ACC00007,2024-09-23,Payment,5710,Branch,Airbnb
T002622,ACC00550,2024-10-04,Deposit,7242,Online,Uber
T002623,ACC00052,2024-02-05,Transfer,4298,Online,Amazon
T002624,ACC00655,2025-07-30,Transfer,1095,POS,Apple
T002625,ACC00396,2024-12-26,Withdrawal,8655,ATM,Hospital
T002626,ACC00221,2024-07-02,Transfer,2631,Branch,Walmart
T002627,ACC00428,2024-04-30,Withdrawal,8820,Branch,Hospital
T002628,ACC00752,2024-05-24,Withdrawal,8838,ATM,Target
T002629,ACC00143,2024-11-16,Payment,2358,ATM,Airbnb
T002630,ACC00363,2024-01-30,Deposit,4884,POS,Shell
T002631,ACC00382,2024-10-16,Withdrawal,3046,ATM,Hospital
T002632,ACC00561,2025-07-08,Withdrawal,2359,Branch,Shell
T002633,ACC00277,2024-02-05,Withdrawal,5753,POS,Walmart
T002634,ACC00271,2025-06-11,Payment,4442,Online,LocalStore
T002635,ACC00014,2023-12-14,Withdrawal,6185,POS,Netflix
T002636,ACC00298,2023-12-23,Deposit,7275,POS,LocalStore
T002637,ACC00464,2025-07-31,Deposit,6113,POS,Uber
T002638,ACC00527,2025-01-30,Transfer,7368,ATM,Target
T002639,ACC00234,2025-07-25,Deposit,9273,Branch,Airbnb
T002640,ACC00575,2025-04-29,Transfer,2041,ATM,Airbnb
T002641,ACC00708,2025-07-22,Deposit,1259,Branch,Uber
T002642,ACC00027,2025-04-10,Transfer,9497,ATM,Apple
T002643,ACC00471,2025-01-14,Withdrawal,6818,POS,Shell
T002644,ACC00093,2024-09-08,Payment,3566,Branch,Airbnb
T002645,ACC00617,2024-05-03,Payment,8529,ATM,LocalStore
T002646,ACC00309,2024-04-09,Payment,8998,POS,Apple
T002647,ACC00052,2025-02-16,Withdrawal,5309,Online,Apple
T002648,ACC00319,2024-04-30,Payment,3104,ATM,Shell
T002649,ACC00181,2024-04-03,Deposit,2987,ATM,Uber
T002650,ACC00569,2024-07-01,Transfer,972,Online,Hospital
T002651,ACC00120,2024-07-14,Withdrawal,5735,ATM,Netflix
T002652,ACC00043,2025-07-06,Payment,5499,Online,Airbnb
T002653,ACC00647,2025-01-07,Deposit,1278,Branch,Amazon
T002654,ACC00260,2024-02-07,Deposit,5289,Online,LocalStore
T002655,ACC00197,2025-04-05,Withdrawal,382,POS,Walmart
T002656,ACC00645,2025-03-03,Withdrawal,4390,Online,Netflix
T002657,ACC00255,2023-09-10,Payment,7627,Branch,Shell
T002658,ACC00732,2025-06-04,Transfer,9806,Online,Target
T002659,ACC00336,2025-01-24,Payment,6289,Online,Airbnb
T002660,ACC00553,2025-04-26,Payment,105,Branch,Apple
T002661,ACC00502,2025-03-15,Withdrawal,4379,ATM,Uber
T002662,ACC00255,2025-01-19,Payment,3951,ATM,Airbnb
T002663,ACC00514,2024-07-26,Payment,7031,POS,Amazon
T002664,ACC00707,2025-02-17,Transfer,9402,POS,Uber
T002665,ACC00242,2024-10-23,Deposit,3954,Online,Apple
T002666,ACC00149,2023-09-03,Deposit,5878,ATM,Hospital
T002667,ACC00710,2024-10-05,Transfer,5406,ATM,Apple
T002668,ACC00299,2024-11-26,Deposit,8051,Online,Hospital
T002669,ACC00757,2023-10-28,Payment,141,Branch,Hospital
T002670,ACC00620,2024-10-27,Transfer,7300,ATM,Uber
T002671,ACC00453,2024-07-27,Transfer,9592,POS,Netflix
T002672,ACC00393,2024-01-02,Withdrawal,6526,Online,Airbnb
T002673,ACC00212,2024-05-20,Deposit,9351,Branch,Amazon
T002674,ACC00668,2025-07-12,Withdrawal,5916,POS,Shell
T002675,ACC00538,2025-03-09,Payment,817,ATM,Apple
T002676,ACC00594,2023-11-06,Transfer,60,Branch,Airbnb
T002677,ACC00595,2024-03-27,Payment,5287,POS,Hospital
T002678,ACC00131,2025-03-10,Deposit,65,Online,Hospital
T002679,ACC00329,2025-02-06,Withdrawal,3674,Branch,Apple
T002680,ACC00612,2024-01-21,Deposit,753,Branch,Hospital
T002681,ACC00256,2024-01-19,Payment,6040,Online,Target
T002682,ACC00479,2024-06-19,Withdrawal,8141,ATM,Shell
T002683,ACC00561,2023-12-20,Deposit,89,ATM,Airbnb
T002684,ACC00063,2023-11-24,Payment,2976,Branch,Walmart
T002685,ACC00311,2024-03-18,Deposit,3738,Branch,Walmart
T002686,ACC00407,2025-04-17,Transfer,4546,Branch,Uber
T002687,ACC00105,2024-08-19,Withdrawal,135,POS,Apple
T002688,ACC00617,2025-07-15,Withdrawal,5823,Branch,Hospital
T002689,ACC00015,2025-01-16,Withdrawal,8420,ATM,Uber
T002690,ACC00687,2025-04-12,Transfer,957,Online,LocalStore
T002691,ACC00259,2024-01-30,Withdrawal,604,Online,Walmart
T002692,ACC00723,2025-06-01,Transfer,5040,Online,Netflix
T002693,ACC00412,2025-07-10,Withdrawal,150,Branch,Uber
T002694,ACC00259,2024-01-09,Deposit,3065,Branch,Netflix
T002695,ACC00614,2024-11-27,Deposit,9832,Online,Hospital
T002696,ACC00260,2024-05-13,Deposit,9078,POS,LocalStore
T002697,ACC00671,2023-10-19,Deposit,4215,POS,Hospital
T002698,ACC00045,2024-12-11,Transfer,5181,POS,LocalStore
T002699,ACC00763,2024-04-17,Payment,7792,POS,LocalStore
T002700,ACC00331,2025-02-18,Payment,2670,ATM,LocalStore
T002701,ACC00165,2024-03-29,Deposit,6866,Online,Target
T002702,ACC00193,2024-11-16,Payment,6099,ATM,LocalStore
T002703,ACC00521,2025-02-07,Payment,5328,Branch,Target
T002704,ACC00401,2023-11-25,Withdrawal,2562,POS,Hospital
T002705,ACC00374,2024-11-02,Transfer,3621,POS,Target
T002706,ACC00065,2023-08-26,Deposit,8072,Online,Airbnb
T002707,ACC00387,2025-07-02,Payment,1050,POS,Netflix
T002708,ACC00495,2024-01-27,Payment,8516,Online,LocalStore
T002709,ACC00794,2025-01-15,Deposit,7613,Branch,Amazon
T002710,ACC00693,2025-03-31,Withdrawal,4182,POS,Shell
T002711,ACC00415,2023-10-12,Deposit,2956,POS,Uber
T002712,ACC00794,2024-03-31,Withdrawal,3246,ATM,Hospital
T002713,ACC00791,2023-09-04,Payment,3690,Online,Apple
T002714,ACC00030,2024-11-14,Transfer,4817,Online,Netflix
T002715,ACC00266,2024-07-14,Withdrawal,1547,POS,Netflix
T002716,ACC00328,2025-04-12,Withdrawal,3882,ATM,Apple
T002717,ACC00492,2024-11-02,Deposit,1877,POS,Uber
T002718,ACC00217,2025-05-15,Payment,1171,Online,Netflix
T002719,ACC00320,2024-03-16,Transfer,3930,Online,Target
T002720,ACC00399,2023-11-08,Deposit,5703,POS,Airbnb
T002721,ACC00105,2025-05-08,Deposit,3892,Branch,Walmart
T002722,ACC00696,2023-11-22,Transfer,7748,POS,Target
T002723,ACC00330,2023-12-06,Payment,8466,ATM,LocalStore
T002724,ACC00660,2025-04-11,Transfer,6341,Online,Netflix
T002725,ACC00617,2024-12-13,Deposit,5192,Online,Target
T002726,ACC00047,2024-02-24,Deposit,9504,POS,Walmart
T002727,ACC00599,2025-07-13,Withdrawal,9396,Branch,Airbnb
T002728,ACC00641,2024-08-13,Transfer,1536,Online,Hospital
T002729,ACC00770,2024-09-01,Transfer,8141,POS,Airbnb
T002730,ACC00314,2025-03-28,Transfer,4404,Branch,Amazon
T002731,ACC00147,2025-02-01,Deposit,1168,POS,Target
T002732,ACC00462,2024-05-05,Payment,4377,POS,Apple
T002733,ACC00584,2024-07-30,Deposit,4640,POS,LocalStore
T002734,ACC00486,2023-11-09,Withdrawal,3523,Online,Airbnb
T002735,ACC00652,2023-12-20,Deposit,1154,Branch,Uber
T002736,ACC00410,2024-03-30,Deposit,78,ATM,Target
T002737,ACC00027,2024-06-02,Deposit,3727,ATM,Hospital
T002738,ACC00029,2023-09-13,Withdrawal,9028,Online,LocalStore
T002739,ACC00271,2024-06-27,Transfer,9371,Online,Apple
T002740,ACC00686,2025-01-29,Payment,9185,POS,Apple
T002741,ACC00501,2023-12-07,Payment,9654,POS,Shell
T002742,ACC00253,2024-12-23,Withdrawal,9241,Branch,Hospital
T002743,ACC00385,2025-07-09,Transfer,4733,POS,Amazon
T002744,ACC00060,2024-10-03,Transfer,4223,Branch,Uber
T002745,ACC00107,2025-05-21,Withdrawal,6423,POS,Airbnb
T002746,ACC00220,2024-07-24,Deposit,3476,POS,Airbnb
T002747,ACC00441,2023-10-23,Transfer,3036,ATM,Amazon
T002748,ACC00771,2024-12-09,Payment,7008,Online,Target
T002749,ACC00658,2024-07-05,Withdrawal,2757,Branch,Walmart
T002750,ACC00564,2024-04-09,Payment,7281,ATM,Apple
T002751,ACC00572,2024-11-24,Deposit,6181,POS,Airbnb
T002752,ACC00546,2024-08-16,Withdrawal,3865,ATM,Target
T002753,ACC00096,2025-05-02,Payment,8763,Branch,Shell
T002754,ACC00089,2025-05-14,Payment,2213,Online,Amazon
T002755,ACC00231,2025-02-19,Deposit,3429,ATM,Amazon
T002756,ACC00275,2025-05-12,Withdrawal,1154,Branch,Netflix
T002757,ACC00246,2025-08-07,Transfer,2709,POS,Amazon
T002758,ACC00111,2025-03-22,Transfer,9753,ATM,Uber
T002759,ACC00234,2025-03-24,Payment,570,Online,Netflix
T002760,ACC00278,2024-08-06,Deposit,1197,Branch,Amazon
T002761,ACC00477,2023-12-06,Payment,3143,Online,LocalStore
T002762,ACC00417,2024-05-04,Deposit,3421,POS,Uber
T002763,ACC00678,2024-03-05,Transfer,1699,Online,LocalStore
T002764,ACC00128,2024-11-30,Payment,4417,POS,LocalStore
T002765,ACC00237,2024-12-12,Payment,2433,POS,Netflix
T002766,ACC00619,2025-04-22,Deposit,1379,ATM,Apple
T002767,ACC00128,2025-06-28,Withdrawal,6017,POS,Amazon
T002768,ACC00707,2024-08-29,Deposit,6738,Online,Airbnb
T002769,ACC00394,2024-03-09,Withdrawal,8782,ATM,Target
T002770,ACC00475,2024-12-30,Transfer,986,POS,Hospital
T002771,ACC00655,2023-11-27,Payment,4282,Branch,Hospital
T002772,ACC00395,2025-02-02,Payment,6507,Branch,Netflix
T002773,ACC00111,2025-02-24,Deposit,128,POS,Uber
T002774,ACC00090,2025-06-22,Deposit,1552,ATM,LocalStore
T002775,ACC00763,2025-02-26,Transfer,4872,ATM,Apple
T002776,ACC00280,2025-05-14,Transfer,3053,ATM,Uber
T002777,ACC00333,2024-01-16,Withdrawal,982,Online,Netflix
T002778,ACC00224,2024-12-10,Transfer,925,Branch,Walmart
T002779,ACC00101,2023-12-13,Transfer,6631,POS,Target
T002780,ACC00132,2023-09-14,Transfer,9639,POS,Apple
T002781,ACC00013,2024-07-26,Transfer,596,Branch,Uber
T002782,ACC00457,2023-12-29,Withdrawal,8552,Online,Hospital
T002783,ACC00441,2025-08-17,Transfer,5635,ATM,Apple
T002784,ACC00098,2024-10-22,Withdrawal,7364,Branch,LocalStore
T002785,ACC00120,2025-07-07,Deposit,4601,POS,Airbnb
T002786,ACC00293,2024-06-19,Payment,2572,Online,Amazon
T002787,ACC00711,2024-05-28,Deposit,6849,POS,Airbnb
T002788,ACC00001,2024-09-29,Transfer,8474,ATM,Netflix
T002789,ACC00572,2023-12-23,Payment,2937,Branch,Walmart
T002790,ACC00250,2025-04-05,Transfer,6205,ATM,Shell
T002791,ACC00652,2025-02-22,Transfer,6286,Online,Walmart
T002792,ACC00149,2024-08-30,Deposit,9966,Branch,LocalStore
T002793,ACC00395,2025-01-18,Transfer,4300,ATM,Walmart
T002794,ACC00044,2024-08-21,Deposit,5892,ATM,Target
T002795,ACC00698,2025-01-23,Transfer,6456,ATM,Shell
T002796,ACC00620,2024-09-29,Withdrawal,5177,Online,Netflix
T002797,ACC00044,2024-08-26,Payment,9972,ATM,Amazon
T002798,ACC00078,2024-12-18,Deposit,1532,POS,Uber
T002799,ACC00226,2025-08-04,Deposit,9033,Branch,Airbnb
T002800,ACC00162,2024-02-22,Payment,571,Branch,Target
T002801,ACC00793,2024-04-18,Deposit,3550,ATM,Amazon
T002802,ACC00253,2024-10-28,Payment,1489,Online,Target
T002803,ACC00132,2024-09-27,Withdrawal,6687,POS,LocalStore
T002804,ACC00448,2025-05-20,Transfer,1215,POS,Walmart
T002805,ACC00474,2024-11-30,Withdrawal,6670,Branch,Amazon
T002806,ACC00656,2025-06-27,Transfer,8858,Branch,Apple
T002807,ACC00778,2024-08-27,Payment,599,POS,Apple
T002808,ACC00109,2024-10-14,Withdrawal,4336,Branch,Airbnb
T002809,ACC00706,2024-05-30,Transfer,4914,ATM,Walmart
T002810,ACC00035,2024-03-15,Payment,9573,POS,Amazon
T002811,ACC00467,2025-06-07,Transfer,6431,Branch,Airbnb
T002812,ACC00275,2025-04-12,Deposit,3769,ATM,Hospital
T002813,ACC00187,2024-11-27,Deposit,8949,ATM,Uber
T002814,ACC00243,2024-02-20,Payment,8665,POS,LocalStore
T002815,ACC00264,2025-01-08,Transfer,8955,ATM,Airbnb
T002816,ACC00522,2024-02-27,Deposit,5946,POS,Hospital
T002817,ACC00678,2024-07-11,Withdrawal,8784,ATM,Walmart
T002818,ACC00541,2025-03-21,Transfer,2215,POS,Uber
T002819,ACC00783,2024-03-16,Transfer,4124,POS,LocalStore
T002820,ACC00087,2025-03-27,Deposit,4037,POS,Shell
T002821,ACC00535,2025-07-06,Deposit,4826,POS,Target
T002822,ACC00210,2025-07-07,Payment,7198,ATM,Shell
T002823,ACC00046,2024-07-12,Transfer,2818,POS,Walmart
T002824,ACC00467,2023-12-25,Withdrawal,3613,Branch,Target
T002825,ACC00540,2025-08-13,Deposit,3923,ATM,Airbnb
T002826,ACC00026,2024-11-29,Transfer,1429,POS,Hospital
T002827,ACC00266,2025-02-15,Deposit,2177,ATM,Hospital
